||{f5}{DELAY:00}{COLOUR:WHITE}{NL}　黄色い絵の具と、赤い絵の具を{NL}　混ぜるとオレンジ色の{NL}　絵の具になる。{NL}{NL}　赤い絵の具と、青い絵の具を{NL}　混ぜるとむらさき色の{NL}　絵の具になる。{NL}{NL}　青い絵の具と、黄色い絵の具を{NL}　混ぜると緑色の{NL}　絵の具になる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}{NL}Yellow and red paint make orange{NL}paint.{NL}Red and blue paint make purple{NL}paint.{NL}Blue and yellow paint make green{NL}paint.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}{NL}　けんをたずさえし{NL}　くろかみのおとめ{NL}　ふぶきのよるにいつつの{NL}　せいなるかねをうちならし{NL}　そのねをひびかせるなり{NL}{NL}　た下・ち上・け下・ひ右・ら上・{NL}　よ下・め下・ろ下・ち上・そ右・{NL}　と右・に下・く下・た下・ち上・{NL}　ん左・ぶ上{END}|{f5}{DELAY:00}{COLOUR:WHITE}{NL}Three knights are headed to kill{NL}a beast. In their mind's eye the{NL}stomp of the beast goes:{NL}14 16 12 15 13 1 4 8{END}
||{f5}{DELAY:00}{COLOUR:WHITE}{NL}{NL}　　この本には、ゲーム攻略の{NL}　　ヒントが書いてあります。{NL}　　この本を読みますか？{NL}{NL}　　　　　　　はい{NL}　　　　　　　いいえ{NL}{OPTIONS:8280}{END}|{f5}{DELAY:00}{COLOUR:WHITE}{NL}{NL}A hint book.{NL}Read it?{NL}{NL}{NL}        YES{NL}        NO{NL}{OPTIONS:8280}{END}
||{f5}{END}|{f5}{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『呪い山のふもと』{NL}{NL}・ボックスは、つみ上げて高い所へ{NL}　移動するための足場として利用{NL}　できる。{NL}{NL}・バーにつかまってスイングして{NL}　ジャンプした先に重要なアイテム{NL}　がある。{NL}{NL}・２つ目の大きなボックスを{NL}　東へ運べば、足場として{NL}　利用できる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Mt. Curse base{NL}{NL}·Stack boxes to climb higher.{NL}·Swing from the bar and jump to{NL} get a crucial item.{NL}·Move the second big box east to{NL} jump on it.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　　『悪魔の遺跡』{NL}{NL}・ドラをパチンコで撃ち鳴らせ。{NL}{NL}・木の扉は、爆弾で破壊する{NL}　ことができる。{NL}{NL}・トランポリンを使えば、より高い{NL}　所へ移動することができる。{NL}{NL}・床にあるスイッチは、重いものを{NL}　のせると押すことができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Ruins{NL}{NL}·Hit the gong.{NL}·Wooden doors can be blown.{NL}·Use the trampoline to reach{NL} high places.{NL}·Use heavy things to press floor{NL} switches.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}・壺は、投げて割ることができる。{NL}{NL}・ライト台は、動かすことが{NL}　できる。{NL}{NL}・黒い柱に４つの石盤を正しい{NL}　順に、正しい組み合わせで{NL}　セットしろ。{END}|{f5}{DELAY:00}{COLOUR:WHITE}·Throw the vase.{NL}·You can move the spotlight.{NL}·Place four tiles on the black{NL} pillar in the right order.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『洞窟の研究所』{NL}{NL}・２つのうんていをわたり、{NL}　東へ進め。{NL}{NL}・最も西にある部屋に重要な{NL}　アイテムがある。{NL}{NL}・全ての配電盤に電気を通せ。{NL}{NL}・２つある大きな顔の石像の目を{NL}　そろえよ。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Cave Lab{NL}{NL}·Go east after the two monkey{NL} bars.{NL}·Find a crucial item far to the{NL} west.{NL}·Power up all the electrical{NL} panels.{NL}·Match the statues' eyes.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　　　『地下牢獄』{NL}{NL}・最初の部屋に重要な{NL}　アイテムがある。{NL}{NL}・首を元あった場所にもどして、{NL}　南へ進め。{NL}{NL}・大きなボックスを使って、{NL}　上の段に移動して進め。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Sunken Jail{NL}{NL}·Explore the first room{NL} thoroughly.{NL}·Put the head in its place, then{NL} go south.{NL}·Use the big box to climb{NL} upwards.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　　　『地下水脈』{NL}{NL}・３つ目の大きなふんどうの{NL}　横の通路の先に、重要な{NL}　アイテムがある。{NL}{NL}・燭台の炎にパチンコを{NL}　撃ち込め。{NL}{NL}・滝壺の近くに重要な{NL}　アイテムがある。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Sewers{NL}{NL}·Find a crucial item at the end{NL} of the hall by the third weight.{NL}·Shoot the torches.{NL}·Find a crucial item near the{NL} waterfall.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　　　『トロッコ』{NL}{NL}・トロッコの行き先は４つある。{NL}{NL}・大きな絵のある部屋では、{NL}　絵の秘密を解け。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Minecart{NL}{NL}·The cart goes to four places.{NL}·Solve the mystery in the large{NL} mural room.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　　　『溶岩洞窟』{NL}{NL}・３つ並んだ扉は、ブロックを{NL}　使って開けることができる。{NL}{NL}・３つ並んだ扉の内、左の扉の{NL}　先には重要なアイテムが{NL}　ある。{NL}{NL}・壊れたリフトは、破壊すること{NL}　ができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Lava Cave{NL}{NL}·Blocks can open the three lined{NL} doors.{NL}·Find a crucial item past the{NL} left door.{NL}·Broken cable cars can be shot{NL} down.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}・５つのブロックを使い、３つ{NL}　並んだ扉を全て開けろ。{END}|{f5}{DELAY:00}{COLOUR:WHITE}·You need five blocks to open{NL} the three doors.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　　『悪魔の神殿』{NL}{NL}・スイッチを押すことで、溶岩の上{NL}　にかかる橋を回転させることが{NL}　できる。{NL}{NL}・最も北にある部屋の下には、{NL}　重要なアイテムがある。{NL}{NL}・６つの戦士の壁画の内、１つ{NL}　だけ引き抜くことのできるものが{NL}　ある。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Temple{NL}{NL}·A switch rotates the bridge{NL} over the lava.{NL}·Find a crucial item under the{NL} room at the far north.{NL}·Only one of the six warrior{NL} murals can be pulled out.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}・橋の上に乗せて回転させる{NL}　ことで、大きなブロックの向きを{NL}　変えることができる。{NL}{NL}・３つの大きなブロックを使い、{NL}　サーペントの壁画を{NL}　完成させろ。{NL}{NL}・シールドはあらゆる攻撃を{NL}　防ぐことができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}·Use the bridge to rotate big{NL} blocks.{NL}·Complete the snake mural using{NL} three big blocks.{NL}·The shield blocks all attacks.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}・パイプオルガンは、鍵盤を{NL}　踏むことでえんそうすることが{NL}　できる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}·Play the pipe organ.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　『悪魔の塔　地下１階』{NL}{NL}・ゴミ置き場には、重要な{NL}　アイテムがある。{NL}{NL}・ベルトコンベアーで運ばれてくる{NL}　スプリングを使えば、より高い所{NL}　へ移動することができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower B1{NL}{NL}·Look carefully in the dump.{NL}·Use the conveyor belt springs{NL} to jump higher.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　１階』{NL}{NL}・動力ろのスイッチを入れること{NL}　で、まわりにある足場を動かす{NL}　ことができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 1F{NL}{NL}·Turn on the platforms.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　２階』{NL}{NL}・西にある部屋の機械で、{NL}　エレベーターを利用するための{NL}　許可をうけることができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 2F{NL}{NL}·Get a code for the lift from{NL} the machine in the west room.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　３階』{NL}{NL}・黄色い扉の手前の床のスイッチを{NL}　踏みつけろ。{NL}{NL}・赤い扉と青い扉は、てんじょうに{NL}　描かれているしじに従えば{NL}　開けることができる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 3F{NL}{NL}·Press the floor switch in front{NL} of the yellow door.{NL}·Look at the ceiling to open the{NL} red and blue doors.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　４階』{NL}{NL}・１階から４階のおどり場に{NL}　描かれた図形が、危機を回避する{NL}　ための鍵となる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 4F{NL}{NL}·The shapes on the four landings{NL} are key to averting the crisis.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　１１階』{NL}{NL}・見えざるブロックは、触れたり{NL}　攻撃をくわえることで、{NL}　その姿を見ることが{NL}　できるようになる。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 11F{NL}{NL}·Reveal invisible blocks by{NL} hitting them.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　２２階』{NL}{NL}・石の怪物は落として倒せ。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 22F{NL}{NL}·Make the stone monster fall to{NL} defeat it.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　３３階』{NL}{NL}・大きな部屋の西側の壁のくぼみ{NL}　には、重要なアイテムが{NL}　ある。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 33F{NL}{NL}·Find a crucial item in the west{NL} wall of the big room.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　４４階』{NL}{NL}・塗り固められた壁を、強力爆薬で{NL}　破壊せよ。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower 44F{NL}{NL}·Use a big blast to destroy hard{NL} walls.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}　　　『悪魔の塔　屋上』{NL}{NL}・おのれを信じ、悪魔を倒せ。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Demon Tower Top{NL}{NL}·Believe in yourself.{END}
0x4a8ecc|6|{f5}{DELAY:00}{COLOUR:WHITE}『ジャンプ』　　　　　　{BUTTON:X}{NL}{NL}『歩く』　{BUTTON:SQUARE}＋{COLOUR:CYAN}方向キー↑{NL}{COLOUR:YELLOW}※歩いている時は、自動的にガケ{NL}　から先には移動しなくなります。{NL}{NL}{COLOUR:WHITE}『カニ歩き』{NL}　　　{BUTTON:L1}＋{COLOUR:CYAN}方向キー←{COLOUR:WHITE}・{COLOUR:CYAN}→{NL}{NL}{COLOUR:WHITE}『１８０度反転』　　　{BUTTON:R1}{NL}{COLOUR:YELLOW}※バーなどにつかまっている時も、{NL}　１８０度反転をすることができ{NL}　ます。{END}|{f5}{DELAY:00}{COLOUR:WHITE}JUMP {BUTTON:X}{NL}{NL}WALK {BUTTON:SQUARE}+{BUTTON:D}{COLOUR:CYAN} {UP}{NL}{COLOUR:YELLOW}*Walking stops you just before{NL}edges.{NL}{NL}{COLOUR:WHITE}STRAFE {BUTTON:L1}+{BUTTON:D}{COLOUR:CYAN} {LEFT}{COLOUR:WHITE}/{COLOUR:CYAN}{RIGHT}{NL}{NL}{COLOUR:WHITE}TURN 180° {BUTTON:R1}{NL}{COLOUR:YELLOW}*You can also turn when holding{NL}to bars.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}『つかまる』　　　　　　{BUTTON:CIRCLE}{NL}{NL}『落下つかまり』{NL}　　　　　　{BUTTON:CIRCLE}を押しながら{NL}　　　　　　ガケから落ちる{NL}{COLOUR:YELLOW}※体の向きに関係なく、落下直後に{NL}　自動的にガケのふちにつかまり{NL}　ます。{NL}{NL}{COLOUR:WHITE}『スイング』{NL}　バーにつかまって{COLOUR:CYAN}方向キー↑{COLOUR:WHITE}・{COLOUR:CYAN}↓{NL}{COLOUR:YELLOW}※スイング中に{BUTTON:CIRCLE}をはなすと{NL}　ジャンプをします。{END}|{f5}{DELAY:00}{COLOUR:WHITE}HANG {BUTTON:CIRCLE}{NL}{NL}FALL AND HANG{NL}Walk off an edge while holding {BUTTON:CIRCLE}{NL}{COLOUR:YELLOW}*Works even if you fall forward.{NL}{NL}{COLOUR:WHITE}SWING{NL}Hold on to a bar and press{NL}{BUTTON:D}{COLOUR:CYAN} {UP}{COLOUR:WHITE}/{COLOUR:CYAN}{DOWN}{NL}{COLOUR:YELLOW}*Release {BUTTON:CIRCLE} during swing to jump.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}『しゃがむ』　　　　　　{BUTTON:TRIANGLE}{NL}{NL}『前転・後転』{NL}　　　　{BUTTON:TRIANGLE}＋{COLOUR:CYAN}方向キー↑{COLOUR:WHITE}・{COLOUR:CYAN}↓{NL}{NL}{COLOUR:WHITE}『踏みつけ』{NL}　　　　　　　　　空中で{BUTTON:TRIANGLE}{NL}{COLOUR:YELLOW}※高い所から落下した時に踏みつけ{NL}　で着地すると、ダメージをうけ{NL}　なくなります。{NL}　また、一部のモンスターを踏み{NL}　つけで攻撃することもできます。{END}|{f5}{DELAY:00}{COLOUR:WHITE}CROUCH {BUTTON:TRIANGLE}{NL}{NL}ROLL {BUTTON:TRIANGLE}+{BUTTON:D}{COLOUR:CYAN} {UP}{COLOUR:WHITE}/{COLOUR:CYAN}{DOWN}{NL}{NL}{COLOUR:WHITE}STOMP{NL}Press {BUTTON:TRIANGLE} in mid-air.{NL}{COLOUR:YELLOW}*Stomping prevents damage when{NL}falling from a big height.{NL}*Stomping damages some enemies.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}『パチンコを撃つ』{NL}　　　　　　{BUTTON:R2}＋{BUTTON:CIRCLE}{NL}{COLOUR:YELLOW}※モンスターが近くにいる時に{NL}　{BUTTON:R2}を押すと、自動的に{NL}　モンスターのいる方に向かって{NL}　パチンコをかまえます。{NL}{NL}{COLOUR:WHITE}『パチンコの弾をきりかえる』{NL}　　　　　　{BUTTON:R2}＋{BUTTON:X}{NL}{NL}『見回しながらパチンコを撃つ』{NL}{BUTTON:L2}＋{BUTTON:R2}＋{BUTTON:CIRCLE}{END}|{f5}{DELAY:00}{COLOUR:WHITE}SLINGSHOT {BUTTON:R2}+{BUTTON:CIRCLE}{NL}{COLOUR:YELLOW}*If near an enemy, {BUTTON:R2} auto-aims{NL}at it.{NL}{NL}{COLOUR:WHITE}CHANGE AMMO {BUTTON:R2}+{BUTTON:X}{NL}{NL}LOOK AND SHOOT {BUTTON:L2}+{BUTTON:R2}+{BUTTON:CIRCLE}{END}
||{f5}{DELAY:00}{COLOUR:WHITE}『小さな物を拾う・持つ』{NL}　　　　小さな物の近くで{BUTTON:CIRCLE}{NL}{NL}『小さな物を投げる』{NL}　　　　　　{BUTTON:R2}＋{BUTTON:CIRCLE}{NL}{COLOUR:YELLOW}※モンスターが近くにいる時に{NL}　{BUTTON:R2}を押すと、自動的に{NL}　モンスターのいる方に向かって{NL}　物を投げる体勢になります。{NL}{NL}{COLOUR:WHITE}『大きな物を押す・引く』{NL}　　　　大きな物にくっついて{NL}　　　　{BUTTON:CIRCLE}＋{COLOUR:CYAN}方向キー↑{COLOUR:WHITE}・{COLOUR:CYAN}↓{END}|{f5}{DELAY:00}{COLOUR:WHITE}PICK UP{NL}{BUTTON:CIRCLE} next to small objects.{NL}{NL}THROW {BUTTON:R2}+{BUTTON:CIRCLE}{NL}{COLOUR:YELLOW}*If near an enemy, {BUTTON:R2} auto-aims{NL}at it.{NL}{NL}{COLOUR:WHITE}PUSH/PULL{NL}{BUTTON:CIRCLE}+{BUTTON:D}{COLOUR:CYAN} {UP}{COLOUR:WHITE}/{COLOUR:CYAN}{DOWN}{COLOUR:WHITE} next to big objects.{END}
||{f5}{DELAY:00}{COLOUR:WHITE}『あたりを見回す』{NL}　　　　　　{BUTTON:L2}＋{COLOUR:CYAN}方向キー{NL}{NL}{COLOUR:WHITE}『カメラモードをきりかえる』{NL}　　　　　　{BUTTON:L2}＋{BUTTON:TRIANGLE}{NL}{COLOUR:YELLOW}※カメラモードには、ついびモード{NL}　と、マップモードの２しゅるいが{NL}　あります。{NL}{NL}{COLOUR:WHITE}『メッセージを送る』{NL}{COLOUR:RED}　Ｏボタン{COLOUR:WHITE}・{COLOUR:BLUE}Ｘボタン{COLOUR:WHITE}・{COLOUR:GREEN}△ボタン{COLOUR:WHITE}・{NL}{COLOUR:PINK}　□ボタン{COLOUR:WHITE}・{COLOUR:CYAN}方向キー↓{END}|{f5}{DELAY:00}{COLOUR:WHITE}LOOK {BUTTON:L2}+{BUTTON:D}{NL}{NL}{COLOUR:WHITE}SWITCH CAMERA {BUTTON:L2}+{BUTTON:TRIANGLE}{NL}{COLOUR:YELLOW}*Modes are follow from behind{NL}or fixed.{NL}{NL}{COLOUR:WHITE}SEND MESSAGE{NL}{BUTTON:CIRCLE}·{BUTTON:X}·{BUTTON:TRIANGLE}·{BUTTON:SQUARE}·{BUTTON:D}{COLOUR:CYAN} {DOWN}{END}
0x4ae944|48|{f5}{DELAY:00}{COLOUR:WHITE}{DELAY:00}　　　　　セーブ{NL}　　　　　ロード{NL}　　　　　データの整理{NL}　　　　　閉じる{NL}{OPTIONS:c400}{END}|{f5}{DELAY:00}{COLOUR:WHITE}{DELAY:00}    SAVE{NL}    LOAD{NL}    MANAGE DATA{NL}    EXIT{NL}{OPTIONS:c400}{END}
||{f5}{DELAY:00}{COLOUR:WHITE}どのように整理しますか？{NL}{DELAY:00}　　　　　コピー{NL}　　　　　全てコピー{NL}　　　　　消す{NL}{OPTIONS:c300}{END}|{f5}{DELAY:00}{COLOUR:WHITE}Do what?{NL}{DELAY:00}    COPY{NL}    COPY ALL{NL}    ERASE{NL}{OPTIONS:c300}{END}
||{f5}{DELAY:00}{COLOUR:WHITE}セーブしてよろしいですか？{NL}{DELAY:00}{NL}　　　　　　はい{NL}　　　　　　いいえ{NL}{OPTIONS:e200}{END}|{f5}{DELAY:00}{COLOUR:WHITE}Save?{NL}{DELAY:00}{NL}      YES{NL}      NO{NL}{OPTIONS:e200}{END}
||{f5}{DELAY:00}{COLOUR:WHITE}データをセーブしています…{NL}メモリーカードを抜かないで{NL}下さい。{END}|{f5}{DELAY:00}{COLOUR:WHITE}Saving, do not remove the{NL}memory card{ELLIPSIS}{END}
